id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,league,season
a7e4760c,1,Ismael Aaneba,FRA,DF,Strasbourg,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches,FRA-L1,20-21
32c2d95f,2,Yunis Abdelhamid,MAR,DF,Reims,32,1987,32.1,59,37,36,23,0,26,42,61.9,16,34,15,19,61,120,132,0,Matches,FRA-L1,20-21
a4c3f7af,3,Mehdi Abeid,ALG,MF,Nantes,27,1992,14.7,34,19,16,14,4,15,30,50.0,15,9,2,7,20,54,10,0,Matches,FRA-L1,20-21
31626657,4,Laurent Abergel,FRA,MF,Lorient,27,1993,32.9,145,84,64,69,12,54,162,33.3,108,64,6,58,46,191,12,0,Matches,FRA-L1,20-21
469d3d84,5,Charles Abi,FRA,"FW,MF",Saint-Étienne,20,2000,10.1,8,2,5,0,3,3,12,25.0,9,6,2,4,4,12,5,0,Matches,FRA-L1,20-21
0e46fa2f,6,Matthis Abline,FRA,FW,Rennes,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,FRA-L1,20-21
8bc373ea,7,Pape Abou Cissé,SEN,DF,Saint-Étienne,24,1995,14.0,15,13,10,5,0,6,10,60.0,4,7,4,3,27,42,87,0,Matches,FRA-L1,20-21
26777636,8,Yacine Adli,FRA,MF,Bordeaux,20,2000,26.9,74,37,30,33,11,35,92,38.0,57,27,2,25,39,113,17,2,Matches,FRA-L1,20-21
288e1e13,9,Nayef Aguerd,MAR,DF,Rennes,24,1996,35.0,37,30,28,9,0,21,33,63.6,12,34,22,12,47,84,102,0,Matches,FRA-L1,20-21
3dd738a1,10,Ruben Aguilar,FRA,"DF,MF",Monaco,27,1993,24.7,63,37,32,21,10,32,52,61.5,20,30,3,27,47,110,43,1,Matches,FRA-L1,20-21
5ea9ebd4,11,Matteo Ahlinvi,BEN,MF,Nîmes,21,1999,10.0,26,20,10,14,2,11,39,28.2,28,6,0,6,2,28,8,0,Matches,FRA-L1,20-21
48b28bfd,12,Jean-Eudes Aholou,CIV,MF,Strasbourg,26,1994,23.8,46,25,18,25,3,19,48,39.6,29,17,5,12,53,99,32,0,Matches,FRA-L1,20-21
48b28bfd,13,Jean-Eudes Aholou,CIV,MF,Monaco,26,1994,0.4,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,1,0,Matches,FRA-L1,20-21
9b398aea,14,Rayan Aït-Nouri,ALG,DF,Angers,19,2001,2.1,3,2,1,2,0,3,5,60.0,2,2,1,1,4,7,1,0,Matches,FRA-L1,20-21
462475ed,15,Ludovic Ajorque,FRA,FW,Strasbourg,26,1994,33.0,30,18,6,18,6,7,31,22.6,24,14,5,9,11,41,54,0,Matches,FRA-L1,20-21
414e1f69,16,Marley Aké,FRA,FW,Marseille,19,2001,1.6,3,3,1,0,2,0,1,0.0,1,2,0,2,0,3,1,0,Matches,FRA-L1,20-21
5314e067,17,Sofiane Alakouch,MAR,DF,Nîmes,22,1998,16.7,53,33,30,16,7,29,45,64.4,16,17,2,15,21,74,38,0,Matches,FRA-L1,20-21
f8405304,18,Mohamed Ali Cho,FRA,"FW,MF",Angers,16,2004,3.9,9,7,2,6,1,4,9,44.4,5,4,0,4,3,12,0,0,Matches,FRA-L1,20-21
bdedd861,19,Rachid Alioui,MAR,FW,Angers,28,1992,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,FRA-L1,20-21
b052b8bf,20,Saturnin Allagbé,BEN,GK,Dijon,26,1993,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,3,Matches,FRA-L1,20-21
9260926b,21,Ibrahim Amadou,FRA,MF,Angers,27,1993,16.7,39,26,18,19,2,15,38,39.5,23,14,4,10,23,62,25,0,Matches,FRA-L1,20-21
d7bf3d19,22,Romain Amalfitano,FRA,"FW,DF",Dijon,30,1989,1.3,4,2,3,1,0,1,3,33.3,2,2,1,1,1,5,1,0,Matches,FRA-L1,20-21
22721b88,23,Jordan Amavi,FRA,DF,Marseille,26,1994,9.0,11,9,9,1,1,9,12,75.0,3,12,2,10,27,38,33,1,Matches,FRA-L1,20-21
2945f4b7,24,Thierry Ambrose,GLP,FW,Metz,23,1997,8.4,7,4,1,1,5,2,12,16.7,10,2,0,2,2,9,4,0,Matches,FRA-L1,20-21
e34fc66d,25,Joachim Andersen,DEN,DF,Lyon,24,1996,2.1,2,1,1,1,0,2,2,100.0,0,1,1,0,2,4,6,0,Matches,FRA-L1,20-21
ef9c1c95,26,Benjamin André,FRA,MF,Lille,29,1990,32.1,114,68,47,61,6,53,122,43.4,69,39,10,29,76,190,49,0,Matches,FRA-L1,20-21
d8992b84,27,Victorien Angban,CIV,MF,Metz,23,1996,18.6,36,24,17,15,4,17,42,40.5,25,17,4,13,19,55,9,1,Matches,FRA-L1,20-21
a5db0bec,28,Houssem Aouar,ALG,"MF,FW",Lyon,22,1998,19.8,17,12,0,13,4,8,25,32.0,17,17,1,16,17,34,4,0,Matches,FRA-L1,20-21
b94b8be1,29,Adil Aouchiche,FRA,"MF,FW",Saint-Étienne,18,2002,19.2,38,20,12,17,9,13,49,26.5,36,15,1,14,10,48,6,0,Matches,FRA-L1,20-21
feb5d3ab,30,Dennis Appiah,FRA,DF,Nantes,28,1992,17.3,55,34,33,15,7,32,59,54.2,27,23,6,17,25,80,43,0,Matches,FRA-L1,20-21
fa18c72e,31,Luiz Araújo,BRA,MF,Lille,24,1996,16.6,38,25,12,18,8,8,28,28.6,20,23,1,22,11,49,3,0,Matches,FRA-L1,20-21
