id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0,Unnamed: league,Unnamed: season
bced0375,613,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,25,1997,17,1035,61,30.3,11.5,13,73,4,4,20,7,0.88,12,16,-4,-0.35,0.18,13.9,15.0,-1.2,-0.1,-0.02,Matches,ENG-EPL,23-24
88b3215c,614,Yago Santiago,ESP,"FW,MF",Tottenham,20,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,ENG-EPL,23-24
dd745366,615,Andrey Santos,BRA,MF,Chelsea,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
dd745366,616,Andrey Santos,BRA,MF,Nott'ham Forest,19,2004,1,8,8,0.2,0.1,0,,0,1,8,5,0.0,0,0,0,0.0,0.47,0.3,0.0,0.3,3.27,3.37,Matches,ENG-EPL,23-24
9744ff80,617,Pablo Sarabia,ESP,"MF,FW",Wolves,31,1992,30,1745,58,51.0,19.4,20,77,5,10,20,7,1.33,31,27,4,0.21,1.23,26.9,30.9,-4.0,-0.21,0.71,Matches,ENG-EPL,23-24
9463c7eb,618,Dovydas Sasnauskas,,DF,Sheffield Utd,,,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ENG-EPL,23-24
37739c71,619,Calum Scanlon,ENG,MF,Liverpool,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ENG-EPL,23-24
242e5e6d,620,Oliver Scarles,ENG,DF,West Ham,17,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,ENG-EPL,23-24
21945a9e,621,Dane Scarlett,ENG,FW,Tottenham,19,2004,4,22,6,0.6,0.2,0,,0,4,6,4,3.0,1,0,1,4.09,3.77,1.3,0.0,1.3,5.24,5.14,Matches,ENG-EPL,23-24
52afb588,622,Kevin Schade,GER,"FW,MF",Brentford,21,2001,11,333,30,9.7,3.7,3,73,0,8,14,0,1.45,8,5,3,0.81,1.16,6.1,3.7,2.4,0.65,0.66,Matches,ENG-EPL,23-24
c8aa95da,623,Fabian Schär,SUI,DF,Newcastle Utd,31,1991,36,3054,85,89.3,33.9,35,86,31,1,28,0,1.56,72,58,14,0.41,-1.8,63.6,57.3,6.2,0.18,-1.89,Matches,ENG-EPL,23-24
3312f911,624,Jeffrey Schlupp,GHA,"FW,MF",Crystal Palace,30,1992,29,1352,47,39.5,15.0,17,70,2,12,14,3,1.34,12,25,-13,-0.87,-1.39,14.6,21.8,-7.2,-0.48,-0.65,Matches,ENG-EPL,23-24
104d0bb8,625,Alex Scott,ENG,MF,Bournemouth,19,2003,23,1014,44,29.6,11.3,11,66,2,12,24,2,1.22,17,25,-8,-0.71,-0.52,17.3,17.0,0.3,0.02,0.11,Matches,ENG-EPL,23-24
e20a28ce,626,Kristian Sekularac,SUI,MF,Fulham,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ENG-EPL,23-24
834b5c4c,627,Matz Sels,BEL,GK,Nott'ham Forest,31,1992,16,1440,90,42.1,16.0,16,90,16,0,,0,1.0,22,27,-5,-0.31,0.28,24.5,20.2,4.3,0.27,0.61,Matches,ENG-EPL,23-24
d04b94db,628,Nélson Semedo,POR,"DF,MF",Wolves,29,1993,36,3084,86,90.2,34.3,36,86,27,0,,0,1.19,45,60,-15,-0.44,-0.44,42.0,61.2,-19.3,-0.56,-0.1,Matches,ENG-EPL,23-24
efd2ec23,629,Antoine Semenyo,GHA,FW,Bournemouth,23,2000,33,2105,64,61.5,23.4,25,76,10,8,25,3,1.39,41,33,8,0.34,1.78,38.4,33.0,5.3,0.23,0.74,Matches,ENG-EPL,23-24
35141f4c,630,Marcos Senesi,ARG,DF,Bournemouth,26,1997,31,2242,72,65.6,24.9,26,83,17,5,16,1,1.13,37,44,-7,-0.28,0.18,38.0,39.7,-1.7,-0.07,-0.03,Matches,ENG-EPL,23-24
e4e0deaa,631,Femi Seriki,ENG,DF,Sheffield Utd,21,2002,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches,ENG-EPL,23-24
7cd31238,632,Teddy Sharman,ENG,GK,Chelsea,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
9c94165b,633,Luke Shaw,ENG,DF,Manchester Utd,28,1995,12,959,80,28.0,10.7,12,80,7,0,,0,1.83,16,13,3,0.28,0.43,19.8,19.3,0.4,0.04,0.51,Matches,ENG-EPL,23-24
ee7c0a5e,634,James Shea,ENG,GK,Luton Town,32,1991,1,15,15,0.4,0.2,0,,0,1,15,13,0.0,0,0,0,0.0,0.87,0.3,0.4,-0.1,-0.6,0.34,Matches,ENG-EPL,23-24
3eb22ec9,635,Bernardo Silva,POR,"MF,FW",Manchester City,28,1994,33,2578,78,75.4,28.6,29,87,22,4,14,2,2.39,71,26,45,1.57,-0.25,61.2,27.5,33.7,1.18,-0.03,Matches,ENG-EPL,23-24
e7aa9d7c,636,Fábio Silva,POR,FW,Wolves,21,2002,8,264,33,7.7,2.9,3,67,0,5,13,9,0.88,2,8,-6,-2.05,-1.79,3.5,7.5,-4.0,-1.38,-0.89,Matches,ENG-EPL,23-24
86e7deaf,637,Thiago Silva,BRA,DF,Chelsea,38,1984,31,2527,82,73.9,28.1,28,89,25,3,15,5,1.65,58,45,13,0.46,0.36,53.9,42.5,11.4,0.41,-0.1,Matches,ENG-EPL,23-24
8e16dd48,638,Luis Sinisterra,COL,"FW,MF",Bournemouth,24,1999,20,699,35,20.4,7.8,7,59,0,13,22,4,1.35,12,18,-6,-0.77,-0.54,13.7,11.4,2.2,0.29,0.44,Matches,ENG-EPL,23-24
6250083a,639,Oliver Skipp,ENG,"MF,DF",Tottenham,22,2000,21,707,34,20.7,7.9,5,73,1,16,21,10,1.9,15,17,-2,-0.25,-0.75,14.7,17.0,-2.3,-0.3,-0.53,Matches,ENG-EPL,23-24
20b104bc,640,Adam Smith,ENG,DF,Bournemouth,32,1991,28,2150,77,62.9,23.9,25,85,15,3,12,6,1.61,39,33,6,0.25,1.6,37.6,31.6,6.0,0.25,0.83,Matches,ENG-EPL,23-24
17695062,641,Emile Smith Rowe,ENG,MF,Arsenal,23,2000,13,353,27,10.3,3.9,3,76,0,10,13,18,2.23,12,3,9,2.29,0.74,7.8,2.0,5.8,1.47,0.22,Matches,ENG-EPL,23-24
839c14e1,642,Cédric Soares,POR,DF,Arsenal,31,1991,3,62,21,1.8,0.7,0,,0,3,21,15,3.0,1,0,1,1.45,-0.18,0.9,0.5,0.4,0.62,-0.66,Matches,ENG-EPL,23-24
e77dc3b2,643,Dominic Solanke,ENG,FW,Bournemouth,25,1997,38,3325,88,97.2,36.9,37,89,28,1,32,0,1.26,51,61,-10,-0.27,2.57,52.6,55.1,-2.5,-0.07,-0.35,Matches,ENG-EPL,23-24
886f9aac,644,Manor Solomon,ISR,FW,Tottenham,24,1999,5,199,40,5.8,2.2,2,73,0,3,18,2,2.6,6,2,4,1.81,1.56,4.7,1.8,2.9,1.31,1.26,Matches,ENG-EPL,23-24
6613c819,645,Tomáš Souček,CZE,MF,West Ham,28,1995,37,2870,78,83.9,31.9,34,83,25,3,16,0,1.32,51,64,-13,-0.41,-0.24,45.4,62.0,-16.7,-0.52,-0.18,Matches,ENG-EPL,23-24
6a8a7af8,646,Vinicius Souza,BRA,MF,Sheffield Utd,24,1999,36,2668,74,78.0,29.6,29,84,20,7,32,2,0.44,27,80,-53,-1.79,0.13,27.9,60.6,-32.7,-1.1,-0.42,Matches,ENG-EPL,23-24
b2626673,647,Jay Stansfield,ENG,"FW,MF",Fulham,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
28300a16,648,Jason Steele,ENG,GK,Brighton,32,1990,17,1530,90,44.7,17.0,17,90,17,0,,21,1.12,24,34,-10,-0.59,-0.73,28.4,24.9,3.5,0.2,0.3,Matches,ENG-EPL,23-24
b400bde0,649,Raheem Sterling,ENG,"FW,MF",Chelsea,28,1994,31,1978,64,57.8,22.0,22,82,9,9,20,3,1.48,41,38,3,0.14,-0.55,40.7,32.6,8.2,0.37,-0.15,Matches,ENG-EPL,23-24
5eecec3d,650,John Stones,ENG,"DF,MF",Manchester City,29,1994,16,1064,67,31.1,11.8,12,83,9,4,17,11,2.38,25,9,16,1.35,-0.4,22.8,12.3,10.4,0.88,-0.44,Matches,ENG-EPL,23-24
339fe0e8,651,Thomas Strakosha,ALB,GK,Brentford,28,1995,2,135,68,3.9,1.5,1,90,1,1,45,32,1.5,3,2,1,0.67,0.94,1.4,1.6,-0.2,-0.16,-0.23,Matches,ENG-EPL,23-24
1095aec1,652,Zak Sturge,ENG,DF,Chelsea,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
e3f9e68a,653,Ronnie Stutter,ENG,FW,Chelsea,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
6cdd9d3d,654,Mahamadou Susoho,ESP,DF,Manchester City,18,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,ENG-EPL,23-24
d4632cfa,655,James Sweet,WAL,DF,Arsenal,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
934e1968,656,Dominik Szoboszlai,HUN,MF,Liverpool,22,2000,33,2104,64,61.5,23.4,25,79,12,8,15,0,2.12,42,23,19,0.81,-0.97,50.5,25.5,25.1,1.07,-0.09,Matches,ENG-EPL,23-24
3c256bb1,657,Devan Tanton,COL,DF,Fulham,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
e514ab62,658,Matt Targett,ENG,DF,Newcastle Utd,27,1995,3,78,26,2.3,0.9,1,73,0,2,3,8,0.33,0,4,-4,-4.62,-5.34,1.1,1.6,-0.5,-0.55,-0.96,Matches,ENG-EPL,23-24
15ea812b,659,James Tarkowski,ENG,DF,Everton,30,1992,38,3419,90,100.0,38.0,38,90,37,0,,0,1.26,40,51,-11,-0.29,-0.29,54.0,54.8,-0.9,-0.02,29.83,Matches,ENG-EPL,23-24
cac9e583,660,Jimi Tauriainen,ENG,FW,Chelsea,19,2004,1,1,1,0.0,0.0,0,,0,1,1,4,3.0,0,0,0,0.0,-0.37,0.0,0.0,0.0,-2.63,-3.06,Matches,ENG-EPL,23-24
a65c844b,661,Nuno Tavares,POR,DF,Nott'ham Forest,23,2000,8,457,57,13.4,5.1,5,80,4,3,20,5,1.13,8,9,-1,-0.2,0.32,6.7,5.2,1.5,0.3,0.44,Matches,ENG-EPL,23-24
5c0da4a4,662,Marcus Tavernier,ENG,FW,Bournemouth,24,1999,30,2118,71,61.9,23.5,25,78,7,5,33,0,1.33,37,38,-1,-0.04,0.79,34.5,32.0,2.5,0.11,0.43,Matches,ENG-EPL,23-24
cc2d7ad5,663,Charlie Taylor,ENG,DF,Burnley,29,1993,28,2331,83,68.2,25.9,25,88,22,3,40,2,0.75,31,46,-15,-0.58,1.24,26.7,44.4,-17.7,-0.68,0.31,Matches,ENG-EPL,23-24
77d7c96f,664,Kenny Tete,NED,DF,Fulham,27,1995,14,867,62,25.4,9.6,10,82,5,4,13,14,1.07,14,21,-7,-0.73,-0.76,9.5,21.9,-12.4,-1.28,-1.29,Matches,ENG-EPL,23-24
fc027d02,665,Luke Thomas,ENG,DF,Sheffield Utd,22,2001,12,917,76,26.8,10.2,11,81,7,1,23,4,0.42,5,29,-24,-2.36,-0.74,7.9,21.8,-13.9,-1.36,-0.48,Matches,ENG-EPL,23-24
56f7a928,666,Youri Tielemans,BEL,"MF,FW",Aston Villa,26,1997,32,1622,51,47.4,18.0,17,77,6,15,21,0,1.91,40,27,13,0.72,0.62,33.5,30.5,3.0,0.17,0.15,Matches,ENG-EPL,23-24
41034650,667,Jurriën Timber,NED,DF,Arsenal,22,2001,2,71,36,2.1,0.8,1,49,0,1,22,0,3.0,3,0,3,3.8,2.22,1.9,0.3,1.6,2.0,0.74,Matches,ENG-EPL,23-24
a105d46a,668,Harry Toffolo,ENG,DF,Nott'ham Forest,27,1995,23,1459,63,42.7,16.2,15,88,12,8,18,9,0.91,18,29,-11,-0.68,-0.36,20.6,24.0,-3.3,-0.21,-0.21,Matches,ENG-EPL,23-24
b3af9be1,669,Takehiro Tomiyasu,JPN,DF,Arsenal,24,1998,22,1149,52,33.6,12.8,10,85,7,12,25,1,2.41,30,10,20,1.57,-0.1,24.5,12.2,12.3,0.96,-0.47,Matches,ENG-EPL,23-24
e7ca0439,670,James Tomkins,ENG,DF,Crystal Palace,34,1989,4,10,3,0.3,0.1,0,,0,4,3,24,2.25,0,2,-2,-18.0,-18.03,0.1,0.8,-0.7,-7.21,-7.14,Matches,ENG-EPL,23-24
0db169ae,671,Sandro Tonali,ITA,MF,Newcastle Utd,23,2000,8,438,55,12.8,4.9,5,74,1,3,22,1,1.63,11,5,6,1.23,0.72,10.1,6.3,3.8,0.78,0.45,Matches,ENG-EPL,23-24
e09f279b,672,Ivan Toney,ENG,FW,Brentford,27,1996,17,1450,85,42.4,16.1,16,90,16,1,10,1,0.82,20,30,-10,-0.62,-0.67,19.9,28.1,-8.2,-0.51,-0.98,Matches,ENG-EPL,23-24
532e1e4f,673,Pau Torres,ESP,DF,Aston Villa,26,1997,29,2464,85,72.0,27.4,27,88,25,2,45,5,2.07,57,37,20,0.73,1.2,46.4,39.9,6.5,0.24,0.53,Matches,ENG-EPL,23-24
b28bbd58,674,Andros Townsend,ENG,"MF,FW",Luton Town,32,1991,27,1210,45,35.4,13.4,14,67,1,13,21,3,0.78,16,27,-11,-0.82,0.08,11.0,25.4,-14.4,-1.07,-0.21,Matches,ENG-EPL,23-24
259fea27,675,James Trafford,ENG,GK,Burnley,20,2002,28,2520,90,73.7,28.0,28,90,28,0,,8,0.5,27,62,-35,-1.25,-1.05,25.6,49.4,-23.8,-0.85,-0.26,Matches,ENG-EPL,23-24
9a28eba4,676,Adama Traoré,ESP,"FW,MF",Fulham,27,1996,17,377,22,11.0,4.2,1,78,0,16,19,2,1.06,11,13,-2,-0.48,-0.36,6.8,11.9,-5.1,-1.21,-1.0,Matches,ENG-EPL,23-24
c47541e0,677,Bertrand Traoré,BFA,"DF,FW",Aston Villa,27,1995,2,11,6,0.3,0.1,0,,0,2,6,6,3.0,0,0,0,0.0,-0.4,0.0,0.7,-0.7,-5.8,-5.91,Matches,ENG-EPL,23-24
999ceb5f,678,Boubacar Traoré,MLI,MF,Wolves,21,2001,24,819,34,23.9,9.1,7,78,5,17,16,9,1.0,9,23,-14,-1.54,-1.5,9.3,18.7,-9.5,-1.04,-0.64,Matches,ENG-EPL,23-24
fe558029,679,Mark Travers,IRL,GK,Bournemouth,24,1999,4,360,90,10.5,4.0,4,90,4,0,,25,1.5,5,5,0,0.0,0.38,5.0,5.9,-0.9,-0.23,-0.19,Matches,ENG-EPL,23-24
b2a81fc6,680,Mike Trésor,BEL,"FW,MF",Burnley,24,1999,16,420,26,12.3,4.7,3,62,0,13,18,9,0.63,4,10,-6,-1.29,-0.36,3.6,10.0,-6.4,-1.37,-0.67,Matches,ENG-EPL,23-24
732327ae,681,Ryan Trevitt,ENG,MF,Brentford,20,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ENG-EPL,23-24
21512407,682,Kieran Trippier,ENG,DF,Newcastle Utd,32,1990,28,2236,80,65.4,24.8,26,86,21,2,6,0,1.46,49,43,6,0.24,-1.05,45.1,39.5,5.6,0.23,-0.46,Matches,ENG-EPL,23-24
38ceb24a,683,Leandro Trossard,BEL,"FW,MF",Arsenal,28,1994,34,1649,49,48.2,18.3,18,72,3,16,22,3,2.32,45,10,35,1.91,0.54,37.3,13.6,23.7,1.3,0.05,Matches,ENG-EPL,23-24
cddf767b,684,Auston Trusty,USA,DF,Sheffield Utd,24,1998,32,2572,80,75.2,28.6,28,89,24,4,21,6,0.38,22,81,-59,-2.06,-1.0,27.3,53.9,-26.7,-0.93,0.31,Matches,ENG-EPL,23-24
f315ca93,685,Kostas Tsimikas,GRE,DF,Liverpool,27,1996,13,679,52,19.9,7.5,8,79,6,5,9,17,2.15,16,7,9,1.19,0.01,14.3,8.4,5.8,0.77,-0.41,Matches,ENG-EPL,23-24
4a51ba65,686,Matt Turner,USA,GK,Nott'ham Forest,29,1994,17,1530,90,44.7,17.0,17,90,17,0,,20,1.11,24,29,-5,-0.29,0.32,20.5,25.5,-4.9,-0.29,-0.37,Matches,ENG-EPL,23-24
7cd520e8,687,Destiny Udogie,ITA,DF,Tottenham,20,2002,28,2391,85,69.9,26.6,28,85,21,0,,0,1.93,56,40,16,0.6,0.86,48.3,42.4,5.9,0.22,0.32,Matches,ENG-EPL,23-24
1df4a109,688,Lesley Ugochukwu,FRA,MF,Chelsea,19,2004,12,301,25,8.8,3.3,3,72,1,9,9,5,1.5,3,6,-3,-0.9,-1.39,6.8,7.5,-0.7,-0.21,-0.7,Matches,ENG-EPL,23-24
a2d873dd,689,Hwang Ui-jo,KOR,"FW,MF",Nott'ham Forest,30,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ENG-EPL,23-24
8e526344,690,Franco Umeh-Chibueze,IRL,MF,Crystal Palace,18,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,ENG-EPL,23-24
f8eca1b6,691,Enes Ünal,TUR,"FW,MF",Bournemouth,26,1997,16,328,21,9.6,3.6,2,67,0,14,14,0,1.31,11,9,2,0.55,0.99,7.7,4.4,3.3,0.9,1.06,Matches,ENG-EPL,23-24
e06683ca,692,Virgil van Dijk,NED,DF,Liverpool,32,1991,36,3177,88,92.9,35.3,36,88,35,0,,0,2.11,78,40,38,1.08,-1.52,82.1,43.1,39.1,1.11,0.01,Matches,ENG-EPL,23-24
9f8e9423,693,Raphaël Varane,FRA,DF,Manchester Utd,30,1993,22,1375,63,40.2,15.3,16,81,12,6,12,4,1.91,25,23,2,0.13,0.26,25.2,27.5,-2.3,-0.15,0.3,Matches,ENG-EPL,23-24
3f7bafbe,694,Alejo Véliz,ARG,FW,Tottenham,19,2003,8,50,6,1.5,0.6,0,,0,8,6,5,1.88,3,2,1,1.8,1.48,2.1,1.8,0.2,0.45,0.33,Matches,ENG-EPL,23-24
dad4b285,695,Joël Veltman,NED,DF,Brighton,31,1992,27,1588,59,46.4,17.6,17,80,13,10,22,2,1.3,28,32,-4,-0.23,-0.08,23.6,25.6,-2.0,-0.11,-0.28,Matches,ENG-EPL,23-24
8fe2a392,696,Micky van de Ven,NED,DF,Tottenham,22,2001,27,2339,87,68.4,26.0,27,87,23,0,,1,1.85,47,38,9,0.35,0.01,43.7,38.3,5.4,0.21,0.26,Matches,ENG-EPL,23-24
cf134113,697,Bart Verbruggen,NED,GK,Brighton,20,2002,21,1890,90,55.3,21.0,21,90,21,0,,17,1.38,31,28,3,0.14,0.73,28.4,30.5,-2.1,-0.1,-0.3,Matches,ENG-EPL,23-24
77d6fd4d,698,Guglielmo Vicario,ITA,GK,Tottenham,26,1996,38,3420,90,100.0,38.0,38,90,38,0,,0,1.74,74,61,13,0.34,,68.2,63.4,4.8,0.13,,Matches,ENG-EPL,23-24
6412cc03,699,Fabio Vieira,POR,"MF,FW",Arsenal,23,2000,11,297,27,8.7,3.3,2,62,0,9,19,13,2.36,11,2,9,2.73,1.2,8.2,1.8,6.4,1.94,0.74,Matches,ENG-EPL,23-24
a949d040,700,Lawrence Vigouroux,CHI,GK,Burnley,29,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,ENG-EPL,23-24
8b529245,701,Carlos Vinícius,BRA,FW,Fulham,28,1995,13,315,24,9.2,3.5,2,61,0,11,18,7,1.23,6,5,1,0.29,0.49,6.5,4.3,2.2,0.63,1.05,Matches,ENG-EPL,23-24
728e9b2e,702,João Virgínia,POR,GK,Everton,23,1999,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches,ENG-EPL,23-24
d617bff6,703,Radek Vítek,,GK,Manchester Utd,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
9295dc1c,704,Vitinho,BRA,"DF,MF",Burnley,24,1999,32,2314,72,67.7,25.7,26,85,16,6,20,2,0.63,31,44,-13,-0.51,1.45,29.3,46.0,-16.7,-0.65,0.4,Matches,ENG-EPL,23-24
03df04ff,705,Odisseas Vlachodimos,GRE,GK,Nott'ham Forest,29,1994,5,450,90,13.2,5.0,5,90,5,0,,14,0.6,6,12,-6,-1.2,-0.84,4.9,7.5,-2.6,-0.53,-0.51,Matches,ENG-EPL,23-24
86dd77d1,706,Kyle Walker,ENG,DF,Manchester City,33,1990,32,2767,86,80.9,30.7,30,89,27,2,52,3,2.34,78,29,49,1.59,-0.2,65.1,29.5,35.6,1.16,-0.12,Matches,ENG-EPL,23-24
501ac0cc,707,Reuell Walters,ENG,DF,Arsenal,18,2004,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches,ENG-EPL,23-24
9e525177,708,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,25,1997,22,1780,81,52.0,19.8,20,88,16,2,11,3,1.32,30,34,-4,-0.2,-0.37,25.3,37.9,-12.7,-0.64,-0.65,Matches,ENG-EPL,23-24
8a7ff278,709,Joel Ward,ENG,DF,Crystal Palace,33,1989,26,1980,76,57.9,22.0,23,85,19,3,6,5,1.19,23,34,-11,-0.5,-1.12,26.0,29.9,-4.0,-0.18,-0.21,Matches,ENG-EPL,23-24
3515d404,710,James Ward-Prowse,ENG,MF,West Ham,28,1994,37,3001,81,87.7,33.3,34,86,28,3,23,0,1.38,52,65,-13,-0.39,-0.18,45.0,62.7,-17.7,-0.53,-0.31,Matches,ENG-EPL,23-24
8e633970,711,Lewis Warrington,ENG,FW,Everton,20,2002,1,1,1,0.0,0.0,0,,0,1,1,7,3.0,0,0,0,0.0,0.29,0.3,0.0,0.3,28.0,28.04,Matches,ENG-EPL,23-24
95bd120d,712,Deivid Washington,BRA,"DF,FW",Chelsea,18,2005,2,13,7,0.4,0.1,0,,0,2,7,17,1.5,1,1,0,0.0,-0.37,0.9,1.7,-0.8,-5.42,-5.87,Matches,ENG-EPL,23-24
aed3a70f,713,Ollie Watkins,ENG,FW,Aston Villa,27,1995,37,3217,87,94.1,35.7,37,87,27,0,,0,1.84,72,56,16,0.45,0.89,60.6,54.9,5.6,0.16,1.16,Matches,ENG-EPL,23-24
c40b6180,714,Adam Webster,ENG,DF,Brighton,28,1995,15,1144,76,33.5,12.7,13,85,11,2,18,12,1.13,16,22,-6,-0.47,-0.43,21.9,17.5,4.5,0.35,0.47,Matches,ENG-EPL,23-24
ce5143da,715,Danny Welbeck,ENG,"FW,MF",Brighton,32,1990,29,1693,58,49.5,18.8,21,70,4,8,28,1,1.21,25,28,-3,-0.16,0.05,30.8,27.6,3.2,0.17,0.27,Matches,ENG-EPL,23-24
ed46ab76,716,Maxwell Wellings,ENG,DF,Bournemouth,18,2005,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches,ENG-EPL,23-24
49fe9070,717,Timo Werner,GER,FW,Tottenham,27,1996,13,809,62,23.7,9.0,10,76,2,3,16,0,1.62,18,16,2,0.22,-0.16,17.2,11.5,5.8,0.64,0.67,Matches,ENG-EPL,23-24
4b542852,718,Adam Wharton,ENG,MF,Crystal Palace,19,2004,16,1297,81,37.9,14.4,15,82,6,1,63,0,1.56,27,16,11,0.76,1.27,19.9,17.6,2.3,0.16,0.4,Matches,ENG-EPL,23-24
5c368c88,719,Ethan Wheatley,ENG,FW,Manchester Utd,17,2006,3,16,5,0.5,0.2,0,,0,3,5,2,1.0,0,0,0,0.0,0.03,0.1,0.3,-0.2,-1.29,-0.97,Matches,ENG-EPL,23-24
35e413f1,720,Ben White,ENG,DF,Arsenal,25,1997,37,2988,81,87.4,33.2,35,85,27,2,7,0,2.32,81,26,55,1.66,0.2,67.4,24.7,42.7,1.29,0.13,Matches,ENG-EPL,23-24
d60c03a9,721,Joe White,ENG,MF,Newcastle Utd,20,2002,4,13,3,0.4,0.1,0,,0,4,3,10,1.0,2,0,2,13.85,13.29,1.0,0.2,0.8,5.51,5.14,Matches,ENG-EPL,23-24
3f2587ee,722,Alfie Whiteman,ENG,GK,Tottenham,24,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
cd84f0e3,723,Matthew Whittingham,ENG,MF,Wolves,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
3f847d95,724,Joseph Whitworth,ENG,GK,Crystal Palace,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
dd323728,725,Neco Williams,WAL,DF,Nott'ham Forest,22,2001,26,1637,63,47.9,18.2,18,85,14,8,13,5,0.92,23,33,-10,-0.55,-0.15,25.6,22.9,2.7,0.15,0.45,Matches,ENG-EPL,23-24
8b9ebd03,726,Willian,BRA,FW,Fulham,34,1988,31,2053,66,60.0,22.8,24,77,9,7,29,2,1.29,34,28,6,0.26,1.05,33.9,34.9,-1.0,-0.04,0.69,Matches,ENG-EPL,23-24
a3b03921,727,Joe Willock,ENG,MF,Newcastle Utd,23,1999,9,419,47,12.3,4.7,5,67,0,4,22,0,1.56,6,9,-3,-0.64,-1.42,5.7,7.9,-2.2,-0.48,-0.98,Matches,ENG-EPL,23-24
c596fcb0,728,Callum Wilson,ENG,FW,Newcastle Utd,31,1992,20,991,50,29.0,11.0,9,80,5,11,25,0,1.65,30,15,15,1.36,1.07,24.2,12.3,11.9,1.08,0.98,Matches,ENG-EPL,23-24
c6dc9ecd,729,Harry Wilson,WAL,FW,Fulham,26,1997,35,1620,46,47.4,18.0,16,76,5,19,22,1,1.26,21,30,-9,-0.5,-0.65,20.6,32.1,-11.5,-0.64,-0.61,Matches,ENG-EPL,23-24
2500cef9,730,Yoane Wissa,COD,FW,Brentford,26,1996,34,2493,73,72.9,27.7,29,81,9,5,30,0,0.97,40,40,0,0.0,0.87,42.6,37.8,4.8,0.17,0.43,Matches,ENG-EPL,23-24
4e9a0555,731,Chris Wood,NZL,FW,Nott'ham Forest,31,1991,31,1812,58,53.0,20.1,20,83,13,11,14,0,0.94,28,34,-6,-0.3,0.37,29.5,26.5,3.0,0.15,0.5,Matches,ENG-EPL,23-24
d3085b49,732,Cauley Woodrow,ENG,"FW,MF",Luton Town,28,1994,24,427,18,12.5,4.7,2,62,0,22,14,8,0.63,10,11,-1,-0.21,0.75,7.8,11.5,-3.7,-0.78,0.18,Matches,ENG-EPL,23-24
a5212312,733,Joe Worrall,ENG,DF,Nott'ham Forest,26,1997,7,439,63,12.8,4.9,5,85,3,2,7,7,1.57,7,8,-1,-0.21,0.31,5.1,7.2,-2.1,-0.44,-0.4,Matches,ENG-EPL,23-24
b6db05c3,734,Jacob Wright,ENG,MF,Manchester City,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,ENG-EPL,23-24
9417a430,735,James Wright,ENG,GK,Aston Villa,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,ENG-EPL,23-24
907a5d7c,736,Yehor Yarmoliuk,UKR,MF,Brentford,19,2004,27,688,25,20.1,7.6,6,61,0,21,15,11,1.19,13,9,4,0.52,0.95,14.1,9.5,4.6,0.6,0.68,Matches,ENG-EPL,23-24
